timestamp,steps,bpm
2021-02-05 5,0,69.05454
2021-02-05 6,0,67.04545
2021-02-05 7,0,67.2909
2021-02-05 8,21,76.8333
2021-02-05 10,4751,122.591
2021-02-05 11,3842,118.068
2021-02-05 12,28,74.5
2021-02-05 13,99,79.6279
2021-02-05 14,82,79.74241667
2021-02-05 15,342,81.56364
2021-02-05 16,169,75.49092
2021-02-05 17,64,71.74241667
2021-02-05 18,159,74.72728
2021-02-05 19,457,82.4053
2021-02-05 20,384,78.50906
2021-02-05 21,252,78.01515
2021-02-05 22,188,72.43634
2021-02-05 23,669,67.66666667
2021-02-06 0,0,63.4899
2021-02-06 1,0,61.6364
2021-02-06 2,0,61.45456
2021-02-06 3,0,66.03031667
2021-02-06 4,0,65.81818
2021-02-06 5,0,66.13638333
2021-02-06 6,0,67.67272
2021-02-06 7,11,68.5606
2021-02-06 8,119,69.67272
2021-02-06 9,207,74.09241667
2021-02-06 10,36,69.78182
2021-02-06 11,15,70.21818
2021-02-06 12,32,69.07576667
2021-02-06 13,0,64.13132
2021-02-06 14,0,64
2021-02-06 17,1699,85.42425
2021-02-06 18,309,91.47686
2021-02-06 19,160,102.4665
2021-02-07 17,16,69.57573333
2021-02-07 21,18,80.63635
2021-02-07 22,0,82.50908
2021-02-07 23,0,76.3041
2021-02-08 0,0,72.45453333
2021-02-08 1,11,69.8909
2021-02-08 2,0,66.42423333
2021-02-08 3,8,69.2909
2021-02-08 4,9,65.68181667
2021-02-08 5,0,65.2
2021-02-08 6,0,62.34846667
2021-02-08 7,21,68.44
2021-02-08 8,0,68.8409
2021-02-08 11,5051,111.56352
2021-02-08 12,3050,108.3636
2021-02-08 14,0,53.1667
2021-02-08 15,0,52.18414
2021-02-08 16,0,51.425
2021-02-08 17,0,50.09375
2021-02-08 19,0,51.464275
2021-02-08 20,0,53
2021-02-09 0,77,64.33333333
2021-02-09 1,0,62.99998
2021-02-09 2,0,64.01515
2021-02-09 3,0,64.34546
2021-02-09 4,0,66.22728333
2021-02-09 5,8,66.43636
