steps,bpm,state
70,76.823875,2
108,86.80305,2
98,78.87272,2
175,88.089825,2
255,86.8,2
398,82.2879,2
116,78.68685,2
166,80.03031667,2
32,80.21818,2
218,80.74241667,2
0,76.1591,2
102,76.022725,2
157,80.568175,2
5,76.2,2
31,67.197,2
0,65.27272,1
0,67.83333333,1
0,66.56362,1
6,66.07575,2
8,67.12726,2
0,67.56061667,1
0,66.07272,1
16,74.66666667,2
1005,82.499975,2
629,88.0909,2
632,81.12728,2
206,85.2222,2
151,82.159075,2
1384,90.89391667,2
837,84.96364,2
439,81.14546,2
131,74.825775,2
36,74.770825,2
0,72.29798333,2
7,74.4899,2
0,69.81818,1
9,71.89395,2
11,72.4,2
0,72.51516667,2
0,71.87274,2
27,73.98485,2
14,76.27274,2
0,71.92726,2
59,76.16364,2
108,74.63635,2
179,106.9818167,2
55,81.09088,2
0,75.54763333,2
11,73.7273,2
149,77.90302,2
45,75.96362,2
150,75.41816,2
106,83.58081667,2
126,75.56362,2
44,72.6818,2
0,69.15756,1
21,66.57573333,2
0,66.95272,1
0,71.93938333,2
0,75.1091,2
0,69.15153333,1
0,69.98182,1
88,73.06061667,2
318,77,2
9,76.92425,2
9,76.78786667,2
16,76.27273333,2
78,73.89935,2
388,80.34546,2
0,75.57576667,2
141,75.58182,2
140,79.67274,2
0,79.5195,2
0,81.23233333,2
13,76.2,2
184,75.12121667,2
155,71.98178,2
52,71.4697,2
